1.1653,0.083335,2047,0.99949,0.43174,0.030441
1.3551,0.14702,335,1,0.43311,0.046991
1.7824,0.17825,922,1,0.60318,0.06032
2.1213,0.2178,983,1,0.60705,0.062326
1.7494,0.20601,39,1,0.51781,0.060978
0.59292,0.43604,2229,0.31953,0.3897,0.1234
1.4385,0.75537,1391,0.746,0.61511,0.13721
1.7228,0.28672,675,0.98373,0.57517,0.073551
1.0586,0.69011,1707,0.59552,0.4761,0.10959
0.38603,0.32118,2650,0.17879,0.30982,0.079315
0.73952,0.69416,1507,0.42032,0.47042,0.09459
1.4621,0.6551,633,0.80746,0.56124,0.1168
